,#1 String,#2 String,label
5481,"Both companies automate many channels, although XM has some live programming anchored by disc jockeys who can field requests, and Sirius airs live in-studio performances and interviews.",Altria shares fell 2.2 percent or 96 cents to $42.72 and were the Dow's biggest percentage loser.,0
2215,"The captain, Michael J. Gansas, was notified yesterday by the city's Department of Transportation that an agency hearing officer recommended that he be fired.",The Mariners piled on against Randy Choate and Juan Acevedo in the bottom of the inning.,0
2128,"On a planet that takes nearly 165 years to orbit the sun, spring can last more than 40 years.",Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades.,1
3593,"The resulting lists led toa CBS special, AFI's 100 Years . . . 100 Heroes & Villains, hosted by Arnold Schwarzenegger.","A prime-time special on the list, ""AFI's 100 Years . . . 100 Heroes & Villains"" aired Tuesday on CBS.",1
582,"""A lot of these are made-up stories,"" Schwarzenegger told NBC television.","Paul Durousseau, 32, was charged Tuesday with murder in five Jacksonville slayings between December and February, and in a 1997 Georgia killing.",0
11273,Dixon was otherwise the class of the field at Pikes Peak International Raceway.,Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.,1
5079,Justice Minister Martin Cauchon and Prime Minister Jean Chretien both have said the government will introduce legislation to decriminalize possession of small amounts of pot.,"The couple left behind two boys, Robert, 6, and Michael, 10.",0
9500,"""This is one of the most important solutions for portable gaming,"" Nintendo R&D general manager Satoru Okada said in a statement.","This is one of the most important solutions for portable gaming,"" said Satoru Okada, general manager of Nintendo's research and engineering department.",1
2260,"Judge Philpot told Dica: ""There is no evidence of your remorse.","A judge branded Mohammed Dica's behaviour ""despicable"" and added: ""There is no evidence of your remorse.""",1
3,"BOB HOPE, master of the one-liner and Americas favourite comedian, died with a smile on his face yesterday just months after celebrating his 100th birthday.",Beagle 2 is attached to Mars Express by what is known as a Spin-Up and Ejection Mechanism (Suem).,0
4639,"Tibco's chief marketing officer George Ahn said: ""Rendezvous has been a Tibco mark for many years and is one of our flagship products.","For the week, the Russell 2000, the barometer of smaller company stocks, advanced 11.92, or 2.5 percent, closing at 497.42.",0
410,"Manufacturers and grocers or distributors have a long history of complicated contracts offering retailers discounts, money for advertising or payments for prominent shelf space.",The notification was first reported Friday by MSNBC.,0
5639,"In the landmark ruling regarding New York City schools, the Court of Appeals ordered the Legislature and Gov. George Pataki to fix the funding system by July 30, 2004.","Ursel Reisen confirmed it operated the coach, but gave no details other than to say the passengers were of mixed ages.",0
10371,The shootings happened at 5:30 a.m. in the living room of the home that the extended family shared on Gary's west side.,"That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.",0
5114,"The Standard & Poor's 500 stock index ended the quarter up 120 points, a gain of 14 percent, the best performance for that broad market benchmark since 1998.","The Standard and Poor's 500-stock index, a broad collection of equities representing leading companies, finished its best quarter yesterday since the last three months of 1998.",1
3002,"Each hull produced by the yards will cost about $1.4 billion, and the completed submarines will cost about $2.2 billion each, Young said.",Al-Numan was a longtime member of the regional command of the Baath party.,0
1965,"The suspected militants ambushed the convoy Saturday near the town of Spinboldak, said U.S. military spokesman Lt. Col. Douglas Lefforge.","The suspected militants ambushed the convoy near the town of Spinboldak, U.S. military spokesman Lt. Col. Douglas Lefforge said Sunday, a day after the attack.",1
1701,"Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland, which made high-performance graphics computers.","Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers.",1
263,MSN Messenger 6 will be available for download starting at 6 p.m. GMT on Wednesday from http://messenger.msn.com/download/v6preview.asp.,"The MSN Messenger 6 software will be available from 11 a.m. PST on Wednesday, according to Microsoft.",1
9367,Five pools contained no traces of disinfectant at all.,But five pools contained no traces of disinfectant leaving bathers open to cross-infection.,1
439,"""One can say that the euro at the moment is about at the level which better reflects the fundamentals,"" he said.","""The euro at the moment is at a level that better reflects the fundamentals,"" the ECB president said.",1
2631,"According to law enforcement officials, the person arrested was a known sophisticated hacker.","According to law enforcement officials, the individual decrypted passwords on the server.",1
5419,"Dr. William Winkenwerder, assistant secretary of Defense for health affairs, said the vaccine poses little danger.","""We stand behind this program,"" said Dr. William Winkenwerder, assistant secretary of defense for health affairs.",1
6400,"Their leader, Abu Bakr al-Azdi, surrendered in June; his deputy was killed in a shoot-out with Saudi forces recently.","Meanwhile, the Connecticut attorney general, Richard Blumenthal, said he was considering legal action against Mr. Abraham's order.",0
6964,Both have been identified as some of the hijackers who flew American Airlines Flight 77 into the Pentagon.,North Shore-Long Island Jewish Health System announced plans for a tissue bank earlier this month.,0
1107,Mr. Istomin was on the piano faculty of the Manhattan School of Music and participated in Professional Training Workshops at Carnegie Hall.,This was double the $818 million reported for the first three months of 2001.,0
2342,"Among the evidence seized by detectives was an animal skull with a nail driven through its head, which may have been used in a ""black magic"" ceremony.","The British ambassador to the United Nations, Sir Jeremy Greenstock, is scheduled to lead a Security Council Mission to the region in mid-May.",0
